xunlei.com,96,782,8690.0,430.0,2.97
youth.cn,97,1017,6100.0,1254.0,12.3
vsuch.com,98,995,6300.0,1111.0,10.56
aizhan.com,99,1010,7300.0,660.0,5.42
p5w.net,100,939,8510.0,434.0,3.06
workercn.cn,101,962,8400.0,434.0,3.09
52pk.net,102,1024,7740.0,532.0,4.12
voc.com.cn,103,973,7460.0,553.0,4.45
6.cn,104,779,6040.0,1056.0,10.47
hunantv.com,105,1083,5760.0,1125.0,11.7
starbaby.cn,106,1093,5720.0,1069.0,11.2
renren.com,107,783,7090.0,509.0,4.3
12306.cn,108,1144,6250.0,663.0,6.35
56.com,109,1006,7690.0,374.0,2.91
qingdaonews.com,110,1134,5470.0,893.0,9.78
sznews.com,111,1212,5170.0,1082.0,12.5
dianping.com,112,1152,5740.0,734.0,7.67
csdn.net,113,1049,7300.0,365.0,3.0
qinbei.com,114,838,6710.0,427.0,3.82
eastmoney.com,115,1215,5390.0,789.0,8.77
online.sh.cn,116,1186,6990.0,366.0,3.14
acesse.com,117,648,3900.0,2859.0,44.0
chinanews.com,118,1178,6110.0,475.0,4.66
7k7k.com,119,1260,4780.0,1071.0,13.4
letv.com,120,1201,5900.0,488.0,4.95
kimiss.com,121,1280,6390.0,365.0,3.42
kankan.com,122,1348,6740.0,295.0,2.62
126.com,123,1364,7580.0,221.0,1.75
pconline.com.cn,124,1298,5770.0,411.0,4.27
ileehoo.com,125,1428,4660.0,789.0,10.2
chetxia.com,126,1363,6210.0,318.0,3.07
homeway.com.cn,127,1360,6310.0,298.0,2.83
114la.com,128,1374,5740.0,368.0,3.84
meituan.com,129,1456,5170.0,490.0,5.68
duba.com,130,1501,6330.0,257.0,2.43
kdnet.net,131,1448,5040.0,451.0,5.36
17u.cn,132,1151,4460.0,623.0,8.36
soufun.com,133,1503,4050.0,832.0,12.3
qqbaobao.com,134,1488,4020.0,852.0,12.7
apple.com,135,45,4930.0,426.0,5.19
zhaopin.com,136,1539,4400.0,576.0,7.85
baiducontent.com,137,1531,5850.0,258.0,2.64
zhidao.baidu.com/user/admin,138,1602,8320.0,138.8,1.0
vip.com,139,1610,4060.0,732.0,10.8
189.cn,140,1549,5660.0,270.0,2.86
sootoo.com,141,1643,5300.0,312.0,3.52
uuu9.com,142,1622,5130.0,335.0,3.91
yhd.com,143,1620,4270.0,571.0,8.01
icbc.com.cn,144,1595,5120.0,329.0,3.85
chewen.com,145,1572,4650.0,429.0,5.53
qianlong.com,146,1564,5010.0,337.0,4.03
51.la,147,1629,4190.0,579.0,8.26
weather.com.cn,148,1660,6450.0,178.0,1.66
wikipedia.org,149,6,4960.0,305.0,3.68
zol.com.cn,150,1650,4200.0,490.0,6.99
huaban.com,151,1722,6930.41,492.13,4.26
pchouse.com.cn,152,1752,4940.0,298.0,3.62
xiaomi.com,153,1445,4410.0,396.0,5.38
yixun.com,154,1777,4220.0,442.0,6.28
atpanel.com,155,1801,4710.0,318.0,4.05
haizhangs.com,156,1506,5410.0,219.0,2.43
miercn.com,157,1807,4140.0,424.0,6.14
ccidnet.com,158,1793,3600.0,651.0,10.8
525j.com.cn,159,1780,4260.0,355.0,5.0
28.com,160,1867,3560.0,631.0,10.6
qidian.com,161,1484,3710.0,514.0,8.31
scol.com.cn,162,1877,3580.0,571.0,9.6
cnblogs.com,163,1745,5140.0,203.0,2.37
51auto.com,164,1582,3270.0,769.0,14.1
51job.com,165,1906,3480.0,559.0,9.6
dangdang.com,166,1863,3680.0,440.0,7.16
pclady.com.cn,167,1999,3730.0,412.0,6.62
nen.com.cn,168,2066,3690.0,421.0,6.84
longhoo.net,169,1809,3330.0,582.0,10.5
chekb.com,170,1593,3550.0,455.0,7.69
alimama.com,171,2015,3550.0,434.0,7.32
bcsh.com,172,2122,3650.0,390.0,6.41
amazon.com,173,13,3010.0,709.0,14.1
docin.com,174,2031,5160.0,153.0,1.78
zhihu.com,175,1788,3690.0,343.0,5.57
gome.com.cn,176,2024,3930.0,285.0,4.35
qianyan001.com,177,1336,3620.0,357.0,5.9
tgbus.com,178,1892,4300.0,222.0,3.1
kandao.com,179,1210,3840.0,286.0,4.47
17173.com,180,1969,4000.0,250.0,3.75
cmbchina.com,181,2173,4130.0,214.0,3.11
lvye.cn,182,2104,3610.0,300.0,4.97
admaimai.com,183,2111,3820.0,253.0,3.96
120ask.com,184,2116,4390.0,178.0,2.43
feelcars.com,185,2095,3610.0,286.0,4.76
live.com,186,9,3150.0,421.0,8.0
jiameng.com,187,2210,3690.0,248.0,4.03
chinabroadcast.cn,188,1902,3490.0,289.0,4.96
onlinedown.net,189,2098,4820.0,132.3,1.64
imobile.com.cn,190,1330,2860.0,533.0,11.2
focus.cn,191,2331,3650.0,242.0,3.98
titan24.com,192,1843,2800.0,559.0,12.0
17u.com,193,2142,3030.0,403.0,8.0
i8ti.com,194,2206,4390.0,146.0,2.0
360doc.com,195,1944,4590.0,129.2,1.69
topit.me,196,2445,2760.0,491.0,10.7
meishichina.com,197,2061,2840.0,439.0,9.3
adobe.com,198,58,4160.0,145.7,2.1
pptv.com,199,2369,3990.0,157.0,2.36
jiayuan.com,200,2166,2470.0,665.0,16.1
boc.cn,201,2351,3690.0,184.0,2.99
xiami.com,202,1934,2940.0,348.0,7.11
qihoo.com,203,2552,4980.0,101.1,1.22
doyo.cn,204,2504,2700.0,444.0,9.8
3911.net,205,2599,2850.0,366.0,7.7
mangocity.com,206,2388,3300.0,236.0,4.29
tiboo.cn,207,2297,2780.0,390.0,8.4
fumu.com,208,2170,2590.0,478.0,11.1
sou300.com,209,1402,2700.0,400.0,8.9
netease.com,210,2402,4070.0,129.4,1.9
tenpay.com,211,2653,3510.0,174.0,2.97
s1979.com,212,2526,4111.31,459.85,6.7
abchina.com,213,2688,3310.0,188.0,3.4
wasu.cn,214,2748,4080.0,117.2,1.72
admin5.com,215,2681,3350.0,178.0,3.19
funshion.com,216,2218,3530.0,156.0,2.65
paipai.com,217,2473,3550.0,153.0,2.58
jmw.com.cn,218,2385,2230.0,642.0,17.2
ganji.com,219,2744,2340.0,535.0,13.7
nipic.com,220,2420,2640.0,332.0,7.5
mtime.com,221,2510,2770.0,286.0,6.2
mplife.com,222,2600,2430.0,436.0,10.7
wangtu.com,223,2891,2680.0,298.0,6.67
lvmama.com,224,2816,2270.0,534.0,14.1
mop.com,225,2769,2910.0,217.0,4.47
skycn.com,226,2486,4220.0,95.6,1.36
aliyun.com,227,2790,2520.0,325.0,7.7
wo.com.cn,228,2978,3530.0,127.8,2.17
my.tv.sohu.com/user/video,229,3006,4700.0,79.3,1.01
2258.com,230,2897,2120.0,595.0,16.8
xjtour.com,231,3030,2570.0,288.0,6.72
oschina.net,232,2758,2790.0,217.0,4.65
iciba.com,233,1893,2990.0,176.0,3.53
365jia.cn,234,2529,2220.0,450.0,12.1
weiphone.com,235,2617,2770.0,210.0,4.54
to8to.com,236,2208,2420.0,315.0,7.8
pcauto.com.cn,237,2994,2220.0,418.0,11.3
seowhy.com,238,3040,2710.0,213.0,4.71
smartshe.com,239,2786,2390.0,311.0,7.8
chengdu.cn,240,3137,2160.0,440.0,12.2
yiqifa.com,241,3087,3180.0,136.2,2.56
yokamen.cn,242,3111,3150.0,136.8,2.6
tuniu.com,243,3079,2910.0,158.0,3.26
gongchang.com,244,2871,2780.0,172.0,3.71
autov.com.cn,245,3174,2150.0,378.0,10.5
otlan.com,246,3308,2480.0,221.0,5.33
my.tv.sohu.com/user/reg,247,3314,4220.0,72.6,1.03
51.com,248,3042,3270.0,108.3,1.98
ceconline.com,249,2698,2240.0,285.0,7.6
m1905.com,250,3161,2970.0,129.7,2.61
bankrate.com.cn,251,3153,1920.0,489.0,15.3
3366.com,252,3254,2030.0,390.0,11.5
wanggou.com,253,3304,2760.0,148.1,3.22
doc88.com,254,3211,3530.0,87.8,1.49
cnbeta.com,255,3081,2370.0,221.0,5.6
chinadaily.com.cn,256,2564,2730.0,149.8,3.29
baimao.com,257,3404,2020.0,377.0,11.2
blog.163.com,258,3163,3300.0,98.3,1.78
ucwan87.net,259,3372,3170.0,102.3,1.93
iautos.cn,260,3327,2130.0,291.0,8.2
99114.com,261,3230,2720.0,142.2,3.14
ebrun.com,262,2904,2020.0,341.0,10.1
51cto.com,263,3156,2980.0,111.7,2.24
duowan.com,264,3120,2110.0,273.0,7.8
ebay.com,265,26,1760.0,536.0,18.3
ujian.cc,266,3324,2650.0,135.9,3.07
zgjrw.com,267,3602,1830.0,419.0,13.7
baixing.com,268,3536,2070.0,264.0,7.6
591hx.com,269,2651,2330.0,184.0,4.72
xiu.com,270,3591,1910.0,346.0,10.9
tianji.com,271,3393,2600.0,135.1,3.12
sssc.cn,272,3168,2400.0,166.0,4.14
21cn.com,273,2928,2550.0,136.8,3.22
aipai.com,274,3482,2470.0,147.1,3.56
gao7.com,275,3679,1850.0,356.0,11.5
sdo.com,276,3250,2740.0,112.0,2.45
jz123.cn,277,3382,1880.0,320.0,10.2
rising.cn,278,3705,3410.0,72.6,1.28
blogbigtime.com,279,3510,2540.0,128.3,3.02
hc360.com,280,3467,2520.0,130.4,3.1
taikang.com,281,3502,2500.0,130.5,3.12
www.net.cn,282,3668,2090.0,211.0,6.06
k618.cn,283,3828,1790.0,358.0,12.0
netcoc.com,284,3798,1770.0,373.0,12.7
kaixin001.com,285,3407,2140.0,193.0,5.4
16888.com,286,3816,1680.0,446.0,15.9
sc4888.com,287,3590,2480.0,125.4,3.03
jkbk.cn,288,3927,3833.63,158.71,2.48
up2c.com,289,3017,1730.0,367.0,12.7
chinaluxus.com,290,3598,2430.0,127.0,3.14
zhibo8.cc,291,3802,2140.0,173.0,4.83
nextcar.cn,292,3987,1690.0,364.0,12.9
jiathis.com,293,3724,2280.0,139.4,3.66
linkedin.com,294,10,1780.0,276.0,9.3
78.cn,295,3800,2340.0,120.6,3.09
1ting.com,296,3459,2100.0,161.0,4.6
39yst.com,297,4040,1820.0,249.0,8.2
1hai.cn,298,3521,1610.0,390.0,14.5
xdf.cn,299,3858,2150.0,146.4,4.08
china.cn,300,3564,2070.0,154.2,4.45
xici.net,301,3947,2290.0,118.6,3.1
114so.cn,302,4208,2700.0,81.8,1.82
haodf.com,303,4107,2320.0,110.4,2.85
fh21.com.cn,304,2479,1790.0,228.0,7.6
07073.com,305,3243,1720.0,256.0,8.9
2144.cn,306,4199,1780.0,226.0,7.6
sinaimg.cn,307,2983,2420.0,97.7,2.42
nuomi.com,308,4164,1900.0,180.0,5.68
chinaiiss.com,309,4242,2230.0,113.7,3.05
p1.com,310,4309,1570.0,337.0,12.9
caixin.com,311,4115,1660.0,264.0,9.5
okgj.com,312,4435,1570.0,326.0,12.4
51hejia.com,313,4006,1700.0,238.0,8.4
joyme.com,314,3267,1570.0,313.0,12.0
ynet.com,315,4157,1990.0,142.5,4.29
uyan.cc,316,4198,2180.0,111.8,3.07
buildhr.com,317,4406,1530.0,338.0,13.3
livemook.com,318,3248,1570.0,305.0,11.7
homevv.com,319,3973,1630.0,256.0,9.4
mydrivers.com,320,3720,2010.0,132.2,3.93
my.tv.sohu.com/user/card,321,4569,3210.0,53.6,1.0
tiexue.net,322,4103,1960.0,140.9,4.32
lashou.com,323,4451,1900.0,151.5,4.77
9yao.com,324,4586,1780.0,181.0,6.1
kankanews.com,325,4134,2090.0,115.3,3.31
msn.com,326,33,2840.0,61.2,1.29
778669.com,327,4290,1940.0,133.7,4.13
jia.com,328,4308,1770.0,173.8,5.88
babyschool.com.cn,329,3736,1540.0,278.0,10.8
my.tv.sohu.com/user/lucky,330,4719,3130.0,52.2,1.0
jumei.com,331,4637,1660.0,198.0,7.2
meilishuo.com,332,4621,1700.0,178.0,6.3
5617.com,333,3878,1400.0,358.0,15.3
178.com,334,3930,1930.0,123.2,3.82
2500sz.com,335,4852,1410.0,334.0,14.2
gusuwang.com,336,4876,1420.0,319.0,13.4
discuz.net,337,4136,1650.0,188.0,6.8
beareyes.com.cn,338,4612,1610.0,204.0,7.6
91jm.com,339,4860,1440.0,306.0,12.8
517dv.com,340,4902,1360.0,355.0,15.6
qunar.com,341,4754,1480.0,251.0,10.1
bilibili.tv,342,2907,1460.0,263.0,10.8
metroer.com,343,2985,1460.0,260.0,10.7
tuolar.com,344,4154,1510.0,230.0,9.1
131.com,345,4222,1410.0,295.0,12.6
3dwwwgame.com,346,4791,2370.0,68.9,1.74
zgzcw.com,347,5077,1330.0,348.0,15.7
beyebe.com,348,4996,1380.0,298.0,13.0
hrloo.com,349,5137,1380.0,290.0,12.6
boxuu.com,350,4952,1310.0,340.0,15.6
pengyou.com,351,4992,1870.0,105.6,3.38
familydoctor.com.cn,352,4889,3183.4,108.21,2.04
sj88.com,353,5248,1440.0,226.0,9.4
dizo.com.cn,354,5125,1290.0,341.0,15.8
qiyou.com,355,4117,2120.0,75.2,2.13
woso.cn,356,3626,1350.0,271.0,12.0
yninfo.com,357,5356,1410.0,224.0,9.5
xiaomi.cn,358,4774,1620.0,140.6,5.2
quanjing.com,359,4338,1380.0,233.0,10.1
zaobao.com,360,4487,1740.0,110.9,3.82
cheaa.com,362,5466,1350.0,243.0,10.8
51pinwei.com,363,5439,1360.0,236.0,10.4
go2000.com,364,4643,2540.0,49.5,1.17
zcool.com.cn,365,3012,1240.0,315.0,15.3
lusongsong.com,366,5187,1290.0,263.0,12.2
huxiu.com,367,5119,1680.0,109.1,3.88
b2b.cn,368,5225,1640.0,116.4,4.25
binzhi.com,369,4721,1260.0,268.0,12.8
ip138.com,370,4975,1920.0,77.0,2.4
vmall.com,371,4178,1520.0,139.5,5.49
61.com,372,5011,1840.0,84.6,2.76
subaonet.com,373,5700,1300.0,237.0,10.9
cdstm.cn,374,5711,1260.0,266.0,12.7
cs.com.cn,375,4646,1280.0,244.0,11.4
gamersky.com,376,4472,1340.0,201.0,9.0
dzwww.com,377,5474,1510.0,134.4,5.32
sf-express.com,378,4642,1660.0,104.3,3.77
forex.com.cn,379,5678,1200.0,303.0,15.2
liansuo.com,380,5515,1140.0,362.0,19.0
pinshan.com,381,4779,1420.0,157.0,6.6
fzg360.com,382,5635,1110.0,395.0,21.3
51netu.com.cn,383,5726,1240.0,250.0,12.1
cnr.cn,384,5343,1640.0,101.2,3.69
verycd.com,385,4652,1590.0,109.9,4.15
paixie.net,386,5913,1170.0,307.0,15.8
chinacaipu.com,387,5915,1220.0,255.0,12.5
lyd.com.cn,388,5891,1270.0,218.0,10.3
iteye.com,389,5318,1920.0,68.2,2.13
kdslife.com,390,5861,1170.0,284.0,14.5
3quan.com,391,4997,1140.0,312.0,16.4
azhibo.com,392,5551,1210.0,244.0,12.1
exam8.com,393,5455,1320.0,179.0,8.1
uzai.com,394,4574,1230.0,230.0,11.2
kuaibo.com,395,5050,1930.0,64.7,2.01
hsw.cn,396,5652,1480.0,122.9,4.99
rbc.cn,397,5005,1160.0,282.0,14.6
jb51.net,398,5317,2010.0,59.0,1.76
999120.net,399,4369,1200.0,241.0,12.0
pimei.com,400,6099,1160.0,273.0,14.0
mr-guangdong.com,401,4572,1140.0,284.0,14.9
yxku.com,402,6164,1150.0,276.0,14.4
d4000.com,403,4696,1130.0,289.0,15.3
3600.com,404,6006,2400.0,42.6,1.06
gfan.com,405,5160,1390.0,136.3,5.9
w3school.com.cn,406,5373,1520.0,104.7,4.14
baihe.com,407,5749,1120.0,286.0,15.3
10010.com,408,5921,1390.0,124.7,5.4
pikacn.com,409,6328,1170.0,220.0,11.2
tangdou.com,410,6070,1470.0,105.7,4.3
taobaocdn.com,411,5113,1800.0,64.7,2.15
jxnews.com.cn,412,5057,1210.0,193.0,9.5
yjbys.com,413,6247,1220.0,190.0,9.4
huanqiuauto.com,414,4935,1070.0,306.0,17.1
stcn.com,415,4004,1040.0,348.0,20.1
youxiduo.com,416,6404,1140.0,239.0,12.6
sj998.com,417,6403,1110.0,259.0,14.0
lalawan67.net,418,6077,1850.0,57.7,1.87
unpcn.com,419,5358,1060.0,293.0,16.6
smzdm.com,420,6079,1350.0,123.9,5.5
wed114.cn,421,6371,1100.0,243.0,13.2
imanhua.com,422,5354,1120.0,230.0,12.4
feiren.com,423,5205,1080.0,264.0,14.7
1x3x.com,424,5376,2020.0,48.0,1.42
neeu.com,425,5490,1100.0,236.0,12.8
80018.cn,426,6580,1070.0,260.0,14.5
huzhou.gov.cn,427,5195,1000.0,345.0,20.6
91.com,428,2864,1520.0,84.2,3.32
miibeian.gov.cn,429,5945,2030.0,46.2,1.36
luxtarget.com,430,6313,1110.0,213.0,11.5
doubleclick.com,431,433,2000.0,46.2,1.39
ads8.com,432,5469,1780.0,56.4,1.9
usportnews.com,433,6480,1110.0,206.0,11.1
autotimes.com.cn,434,6200,1420.0,94.4,3.97
acfun.tv,435,3958,1110.0,212.0,11.5
wanyh.com,436,5432,2270.0,37.9,1.0
yicheshi.com,437,6705,1150.0,183.0,9.6
yyets.com,438,4337,1360.0,102.7,4.52
ename.com,439,6312,1120.0,186.0,9.9
sonhoo.com,440,6821,1080.0,214.0,11.8
kuwo.cn,441,5890,1560.0,70.7,2.71
bendibao.com,442,6318,1470.0,81.0,3.29
winshang.com,443,6890,1100.0,198.0,10.8
herschina.com,444,5778,1050.0,226.0,12.9
4399pk.com,445,6632,1630.0,61.7,2.27
cnki.net,446,6210,1190.0,139.4,7.0
szonline.net,447,6710,1040.0,226.0,13.1
yunfan.com,448,5692,1320.0,99.6,4.52
biquge.com,449,6362,1020.0,238.0,14.1
jstv.com,450,3889,970.0,281.0,17.3
wumii.com,451,5949,1380.0,86.6,3.75
huaxi100.com,452,7163,1040.0,209.0,12.1
zhifang.com,453,7177,1030.0,214.0,12.5
ca800.com,454,7204,970.0,268.0,16.6
my.tv.sohu.com/user/cc124,455,7244,2140.0,35.7,1.0
bankcomm.com,456,6827,1350.0,86.8,3.86
my.tv.sohu.com/user/cc112,457,7300,2130.0,35.5,1.0
fanhuan.com,458,7246,1020.0,203.0,11.9
xinjunshi.com,459,6913,1100.0,154.0,8.4
stackoverflow.com,460,52,1380.0,78.4,3.4
cnbb.com.cn,461,5710,1050.0,181.0,10.3
taoche.com,462,3971,1120.0,144.1,7.7
21-sun.com,463,5898,980.0,225.0,13.7
zhubajie.com,464,6659,1190.0,114.4,5.8
my.tv.sohu.com/user/cc128,465,7456,2090.0,34.8,1.0
zxart.cn,466,7489,990.0,212.0,12.9
sdchina.com,467,7368,1040.0,171.0,9.8
admin5.net,468,7335,1250.0,96.1,4.62
iqilu.com,469,7042,910.0,285.0,18.8
efu.com.cn,470,6975,1050.0,162.0,9.3
house365.com,471,7159,1130.0,124.1,6.6
3155.com,472,7595,1050.0,159.0,9.1
my.tv.sohu.com/user/cc133,473,7600,2050.0,34.2,1.0
allyes.com,474,7346,1860.0,39.0,1.26
chooseauto.com.cn,475,7625,990.0,192.0,11.6
newsmth.net,476,7009,1200.0,98.9,4.9
9show.com,477,7708,990.0,182.0,11.0
ems.com.cn,478,5131,1380.0,65.9,2.85
utanbaby.com,479,7581,1000.0,174.0,10.5
morningpost.com.cn,480,7245,1350.0,69.0,3.06
99wed.com,481,6904,1350.0,68.7,3.05
lgmi.com,482,6923,960.0,196.0,12.3
grazia.com.cn,483,6094,1030.0,148.9,8.7
tvmao.com,484,7078,1340.0,67.9,3.03
mahua.com,485,7731,1110.0,113.6,6.1
kepu.com.cn,486,6174,910.0,224.0,14.7
wenwuchina.com,487,7887,890.0,245.0,16.5
siilu.com,488,7949,870.0,260.0,17.9
rkanr.com,489,7982,960.0,182.0,11.4
lecai.com,490,7831,1250.0,78.3,3.76
tmtpost.com,491,6215,1070.0,122.6,6.9
github.com,492,186,1110.0,108.5,5.9
anquan.org,493,7707,1300.0,70.1,3.24
caikuu.com,494,7943,930.0,198.0,12.8
xinnet.com,495,7748,1110.0,107.1,5.8
wenkang.cn,496,7311,1310.0,67.7,3.1
mogujie.com,497,7905,940.0,188.0,12.0
cqnews.net,498,7522,1190.0,86.6,4.37
cago365.com,499,8064,880.0,243.0,16.6
cnwnews.com,500,7401,1320.0,65.8,2.99
linkin.net,501,7151,920.0,189.0,12.3
pinterest.com,502,29,990.0,148.8,9.0
cjn.cn,503,8077,960.0,162.0,10.1
im286.com,504,7892,1160.0,89.0,4.6
mianbao.com,505,7444,1150.0,90.2,4.7
5fxa.com,506,7574,1540.0,45.1,1.75
cjs.com.cn,507,8132,850.0,252.0,17.7
hichina.com,508,7465,1090.0,103.8,5.7
vodjk.com,509,8202,940.0,172.0,11.0
ngacn.cc,510,6823,1050.0,115.2,6.6
51sole.com,511,8164,1090.0,100.8,5.5
ali213.net,512,5333,1010.0,128.1,7.6
kugou.com,513,7518,1230.0,71.0,3.46
linkshop.com.cn,514,8236,870.0,217.0,15.0
niwodai.com,515,8299,840.0,246.0,17.6
quzhao.com,516,8308,850.0,229.0,16.1
xinmin.cn,517,7787,1190.0,74.8,3.75
100bt.com,518,7277,1300.0,60.2,2.77
kting.cn,519,8289,860.0,221.0,15.5
ccidcom.com,520,8287,850.0,229.0,16.1
99inf.com,521,8199,880.0,195.0,13.2
xs8.cn,522,6678,960.0,142.4,8.9
jc001.cn,523,8173,870.0,203.0,14.0
360kad.com,524,8388,880.0,192.0,13.1
115.com,525,5748,1100.0,91.0,5.0
5i5j.com,526,8491,890.0,180.0,12.2
mumayi.com,527,6930,890.0,178.0,12.0
xizhi.com,528,8481,920.0,158.0,10.3
yinyuetai.com,529,6908,1050.0,100.8,5.8
jjoobb.cn,530,8549,830.0,229.0,16.5
ujipin.com,531,8446,860.0,203.0,14.2
sitetalk.com,532,2847,980.0,125.6,7.7
cnfol.com,533,7924,1140.0,77.5,4.07
guokr.com,534,6324,1100.0,85.6,4.7
enorth.com.cn,535,7862,1120.0,81.9,4.39
godaddy.com,536,81,1060.0,94.1,5.3
tom.com,537,5844,1250.0,61.3,2.95
qq163.com,538,6609,1510.0,40.8,1.62
jdzj.com,539,8457,880.0,172.0,11.6
tuan800.com,540,8469,1090.0,84.7,4.7
hiapk.com,541,7604,1070.0,90.4,5.1
jxgdw.com,542,8621,870.0,179.0,12.3
thethirdmedia.com,543,6591,970.0,121.3,7.5
shoes.net.cn,544,8374,830.0,219.0,15.9
facebook.com,545,2,1190.0,66.1,3.33
051jk.com,546,8701,820.0,227.0,16.6
xfwed.com,547,8454,840.0,198.0,14.1
587766.com,548,8730,840.0,192.0,13.7
syd.com.cn,549,8609,870.0,174.0,12.0
tejiawang.com,550,8724,820.0,220.0,16.1
aol.com,551,107,810.0,225.0,16.6
cqsq.com,552,8733,890.0,158.0,10.6
cjdao.com,553,8792,850.0,179.0,12.6
51bi.com,554,8639,1781.02,88.8,2.99
iweihai.cn,555,8736,840.0,187.0,13.3
mafengwo.cn,556,6782,1030.0,93.3,5.4
haodou.com,557,8438,810.0,218.0,16.2
aceona.com,558,8267,1210.0,60.3,2.99
10086.cn,559,8667,930.0,128.2,8.3
95559.com.cn,560,8687,1110.0,73.4,3.95
xbiao.com,561,8594,850.0,175.0,12.4
paypal.com,562,43,1020.0,94.5,5.6
fandongxi.com,563,8909,870.0,159.0,10.9
msn.com.cn,564,8125,1160.0,64.7,3.34
top81.cn,565,8940,930.0,125.7,8.1
